tipo,nombre
AVGDAD,"ESCOBRIDORS, DELS"
PLAÇAC,"ARAVEL·LES, DE LES"
CARREB,RONZE
CARREJ,OAN PAU II
CARREF,ELIP II
CARREJ,UAN CANÓS SAFONT
CARREE,NRIQUE PECOURT BETÉS
CARREV,ICENTE PIQUERES MARTÍ
PLAÇAA,DOLFO SUÁREZ GONZÁLEZ
CARREA,SUNCIÓN TORRES LÓPEZ
CARREC,"ORALL, DEL"
CARREC,LARA CAMPOAMOR
CARREA,MADO GRANELL MESADO
CARREC,AOLÍ
CARREB,"ASALT, DEL"
CARRET,"ORRE DEL MAR, DE LA"
CARREI,"LLA DE CABRERA, DE L'"
LLOC B,URRIANANOVA
CARREA,LBALAT
CARREA,LJUB (L')
PLAÇAA,RBRE (L')
CARREC,ALVARI
CARREC,ARMEN
CARREC,ID CAMPEADOR
CARRED,ELEGAT VALERA
CARREE,NGALIA
CARREE,RES (LES)
CARREE,SCULTOR BISBAL
CARREE,SCULTOR MAURAT
CARREF,RAY GABRIEL RIPOLLES
CARREH,OSPITAL (L')
CARREH,ORT
CARREI,LDUM
CARREM,AR (EL)
PLAÇAM,OLI
CARREB,ISBE GAVALDA
CARREP,ONCIO TORRELLAS
CARRER,AMON I CAJAL
CARRER,OSARI
CARRES,ANT ANTONI
CARRES,ANT BLAI
CARRES,ANT JOSEP
CARRES,ANT JOAN
CARRES,ANT MATEU
CARRES,ANT VICENT
PLAÇAS,ITJAR
CARRES,UFERA
PLAÇAT,INENÇA DE MIRAVET
PLAÇAV,ERGE DEL BON SUCCES
CTRA S,ARAGOSSA
CARREA,NDREUS (ELS)
CARREN,OU
CARREC,AVA (LA)
CARREP,ENYAGOLOSA
AVGDAM,AESTRAT
PLAÇAE,SGLESIA
PLAÇAC,OMA (LA)
CARREP,OU DE FONTANELLES
PTDA P,OLIDO (EL)
CTRA N,ACIONAL-340
CARREO,RPESA
PTDA V,ENTORRILLO (EL)
CARREV,ILANOVA
PTDA E,MPALME (EL)
CARREB,UENAVISTA
CARREP,ESCADORS
CARREM,EDITERRANI
CARREC,OLUMBRETES
CARREM,IRAMAR
CARREA,LJUBET
CARRET,ORRES (LES)
CARREA,MBULATORI
CARREE,STACIO
CARREM,ORERIA
PTDA V,ENTA DE SANT ANTONI-ESTACIO
PTDA T,ORRE LA SAL
CARRES,ERNAVIVES
CARREM,IRAVET
CARREP,OU NOU
PTDA B,ORSERAL (EL)
CARRET,EATRE
CARREF,ONT (LA)
PLAÇAC,ONSTITUCIO
CARREG,AIDO
PLAÇAH,OSTALS (ELS)
CARREF,IRA (LA)
PTDA M,AS DE ENQUEIXA
AVGDAC,ASTELL D'ALBALAT
PLAÇAS,ANT ANTONI
PTDA F,ONT TALLA (LA)
CARRET,EULERIA
CTRA C,ABANES-RIBERA
CARREP,"OU LA NINA, (EL)"
PTDA S,ANTES (LES)
CARREB,ARQUES (LES)
CARREP,ROYECTO Nº 15
CARREP,ROYECTO Nº 20
CARRES,IN NOMBRE
CAMI P,ONT DE PITARCH
CARREP,EDRERA (LA)
TRVA R,AMBLA DE MANYES
CARRET,ORREBLANCA
CARREB,ASSA NOVA
CARREC,AMPET (EL)
CARREM,OCORO
CARREP,OU D'AVALL
URB  R,IBERA DEL MAR
PRAJEC,ABANES-DISEMINADO
CTRA N,-340
CARREF,ERROCARRIL ESTACIO
CAMI L,'ATALL
CARREV,ASCO NUÑEZ DE BALBOA
CARREG,ENERAL WEYLER
CARREH,ERNAN CORTES
CARREJ,UAN DE LA COSA
CARREP,IZARRO
CARREA,USIAS MARCH
CARREJ,OAN FUSTER
AVGDAJ,AIME I
CARREB,ENICASIM
CARREM,IGUEL DE CERVANTES
PLAÇAC,RONISTA ANDREU
AVGDAC,OSTA RICA
AVGDAE,SPAÑA (DE)
AVGDAA,RGENTINA
CARREE,CUADOR
CARREP,ARAGUAY
CARREC,HILE
CARREF,LORIDA
CARREC,UBA
CARREC,AMPELLO
CARREB,ENLLOCH
CARREV,ALL D'ALBA
CARRER,IBESALBES
CARREV,ILA-REAL
CARREB,ETXI
CARREV,ILAVELLA (LA)
CARREB,ORRIANA
CARREX,ILXES
CARREA,RTANA
CARREA,LFONDEGUILLA
CARREM,ONCOFA
CARREC,ASTELLFORT
CARREM,ORELLA
CARREZ,ORITA
CARRET,ODOLELLA
AVGDAC,OLADA DE TORRE LA SAL
AVGDAC,OLADA DEL POU NOU
AVGDAC,OLADA DE LA MOLLONA
AVGDAC,OLADA DE LA CASILLA
AVGDAC,AMI L'ATALL
AVGDAG,RECIA
AVGDAH,OLANDA
CARREH,ONGRIA
CARREF,INLANDIA
CARREI,RLANDA
CARREP,OLONIA
CARREM,ALTA
CARREF,RANÇA
CARREA,USTRIA
CARREB,ELGICA
CARREL,UXEMBURG
CARREB,ULGARIA
CARRER,EGNE UNIT
CARREI,TALIA
CARREA,LEMANYA
CARREX,IPRE
CARREP,ORTUGAL
CARRES,UECIA
CARRED,INAMARCA
CARRER,OMANIA
CARREA,IN
CARREA,LCUDIA DE VEO
CARREA,LQUERIAS DEL NIÑO PERDIDO
CARREE,SLIDA
CARREL,A LLOSA
CARREP,OLIESPORTIU
CARRES,ENIETA (LA)
CARRER,AMBLETA (LA)
CARRER,IO CHINCHILLA
CARREB,ORRIOL
CARREP,ERXETS
CARRER,AVATXOL
CARRET,OSSAL REDÓ
CARREC,LAUET
CARRES,OLANA
CARREP,LA DE BURGÀ
CARREA,RENAS
CARREN,UGUERET
CARRET,OLL DE CABRERA
CARRES,ÉNIA
CARREF,OYES
CARREP,OU LA BLANCA
CARREF,ORQUETA
CARREE,NLLORT
CARRED,ONOLIVE
CARREP,OBLETA (LA)
CARREX,ODOS
CARREL,'ALCORA
CARREB,ENAFIGOS
CARREV,ISTABELLA
CARREA,TZENETA
CARREF,IGUEROLES
CARREC,OSTUR
CALLEI,SABEL FERRER
CALLEC,LARA CAMPOAMOR
CALLEM,ATILDE SALVADOR
AVGDAE,N REI JOAN CARLES I
CARREL,A PURISSIMA
PTDA P,LA CHULIA
CARREL,A RAVAL
CARRED,E LA BAIXADA A SANTA BARBARA
PTDA C,ABANES
PTDA P,OU LA BASA
PTDA C,ORRALETS
CARRED,E BENICARLO
PG   D,"'EN BLAI OSANZ, INSPECTOR D'EGB"
CTRA C,ALIG-BENICARLO
PLAÇAR,AMON Y CAJAL
CARREC,AÑARET
RONDAM,ARIMON
CARREC,ERVERA
PTDA T,ORRADELLS
CARRED,EL CALVARI
PLAÇAV,ICENTE BLASCO IBAÑEZ
CARRED,EL ALCALDE JOSÉ MONROIG
PTDA P,ANDOLS
PTDA M,AS DEL REY
PTDA S,OMADA
PTDA C,REVETES
PTDA B,OBALAR
AVGDAD,E LA CONSTITUCIO
CARRED,E LA COSTA
TRSSID,E LA COSTA
CARRED,ELS DOCTORS MARZA
CARRED,E L'ERMITA DEL SOCORS
CARREM,AJOR
CARRED,E L'HOSPITAL
CARRED,E LES MONGES
CARRED,ELS MAGISTRALS BELTRAN I QUIXAL
CARREM,ARIMON
CARREN,OU
PLAÇAN,OVA
PLAÇAV,ELLA
CARRED,E LA PARRA
PLAÇAD,EL POU DE LA VILA
CARREE,STRET
CARRED,EL PONT
CARRED,EL REI EN JAUME I
CARRED,EL SENILL
CARRED,E SANT ANTONI
CARRED,E SANT JORDI
CARRED,E SANT JOSEP
CARRED,E SANT LLORENS
CARRED,E SANT ROC
CARRED,E LA MANIGA
CARRED,E SANT VICENT FERRER
CARRED,E SANTA BARBARA
CARRED,E SANTA CREU
CARRED,E SANTA MAGDALENA DE POLPIS
CARRED,E SANTA TERESA
CARRED,E LA TALEGA
CARRET,ENIENTE FUENTES
CARRED,E LA MARE DE DEU DELS SOCORS
PLAÇAD,IPUTACION
PLAÇAV,ICENT QUIXAL
CMNO V,IEJO VINAROS
CARRED,E LA MARE DE DEU DELS DESAMPARATS
CARREC,ASTELLO
PTDA S,OCORRO
PTDA F,ORMAZOS
PTDA P,LANETES
CARREA,LCANAR
CARREA,LACANT
CARREV,ALENCIA
CARREM,ONTSIA
CARRET,ORTOSA
CARREB,AIX MAESTRAT
CARREA,POTECARIS MEYER BENGOCHEA
CARREA,LCALDE AGUSTIN MERCE
PTDA B,ASETES
CARRED,E MESTRAL
MASIAP,OCANET
PTDA P,EDRERAS
PTDA B,ARRANQUET
PTDA M,ATAMOROS
PTDA C,LOCHES
PTDA P,OU D'EN BONET
PTDA F,ORNAS
PTDA C,UBILA
CARREL,'ALCALDE JOSE CUARTERO
MASIAM,AS DE BERNET
PTDA S,URRACH
PTDA C,ACARRO
PTDA S,OLANA
PTDA T,ERRERS
PLAÇAP,OU DE LES AIXETES
CARREP,EÑISCOLA
PTDA T,OSSAS
PTDA S,ANSOLETS
PTDA L,AS COVASAS
PTDA M,URONS
PTDA C,AMINOU
CARREA,RRABAL
CARREB,AIX MAESTRAT
CARREB,AIX RIBES
CARREC,ALVARI
PTDA C,ANTRUELLES
AVGDAC,ONSTITUCIO (LA)
CARREC,REU (LA)
CARRED,OCTOR CLARA
CARREE,SCOLA
CARREE,SPALATS
PLAÇAE,SPANYA
CARREF,ALCO I BLANCO
CAMI F,ONT (LA)
CARREF,ONT
CARREF,ORN
CARREE,SGLESIA
AVGDAI,SABEL LLOMBART
CARREM,ARTINS
CARREM,ONTXETADES
CARREN,EN
PLAÇAN,OVA
PLAÇAP,AIS VALENCIA
CARREP,EIX
CARREP,LANET D'ENROIG
CARRER,EI
CARRES,ANT ANTONI
CARRES,ANT MIQUEL
CARRES,ANT NICOLAU
CARRES,ANT ROC
CARRES,ANT VICENT
CARRES,ANTA LLUCIA
CARRES,ERRET
CARRES,OL
CARRES,OLDEVILA
CARRET,APIES
CARRET,RAS-CASES
CARREV,INAROS
PTDA F,OSETES
PTDA F,RECHINALS
CTRA J,ANA (LA)
PTDA P,LESARENS
PTDA S,ORT MOLINADES
PTDA T,OSSALS
PTDA V,INYETS
PTDA R,ACONS
CARREG,ENERALITAT
PTDA S,ERRES
PTDA P,LANES
PTDA D,EHESAS
PTDA C,RUELLAS
PTDA C,LAPISAL
PTDA F,ONTANAL
PTDA B,ARRANCS
PTDA T,RIADORS
PTDA B,OVERALS
PTDA P,OUS
PTDA M,ILANTES
PTDA C,ANTRUELLA
PTDA M,ONTES
PTDA P,LANS
CALLEM,AYOR
CALLEH,OSPITAL
MASIAS,ABINO
CALLEF,UENTE (LA)
MASIAG,UIÑARDERA
CALLEE,RAS (LAS)
MASIAC,ASETA BOUS
CALLEI,GLESIA
CALLEH,ORNO
PLAZAI,GLESIA
CALLES,ALA
CALLET,RINQUETE
CALLEA,LTA
MASIAC,ERDANA
CALLEV,IRGEN
CALLEB,ARREDA
CALLEE,NSEÑANZA
CALLEH,EROINA
CALLES,AN ROQUE
CALLEH,ORNO
CALLEP,IQUETA
CALLES,ANTA LUCIA
CALLES,ANTA QUITERIA
CALLES,AN PEDRO
CALLES,AN JOSE
CALLEM,AYOR
MASIAP,UNTOSI
CALLES,OLDEVILA
CALLES,AN JOSE MEDIO
CALLEO,LMO
CALLEB,AJADA FUENTE
PLAZAP,EIRON
CALLEB,AJADA SAN FELIPE
CALLEM,EDIODIA
CALLEE,RAS
CALLEM,URO
MASIAA,DELL
MASIAB,ARRANC
MASIAG,UARDIOLA
MASIAI,BAÑEZ
MASIAL,LOMA
MASIAM,ASICO
MASIAS,ANTA LUCIA
MASIAS,ENEN
MASIAT,ORRE
PLAZAA,YUNTAMIENTO
CALLEF,ONT FIGUERA
C    M,"OLÍ, EL"
CALLEP,AJARES LA PEÑA
CALLEE,SCOLES
CALLEA,LMEDIJAR
CALLEC,OMANDANTE PEREZ
CALLEB,ONDADES
CALLEC,ALVARIO
CALLEP,INTOR FILLOL
CALLEM,ALARA
CALLER,ICARDO SORIANO
CALLEC,ONDE
CALLEC,OSTERA
CALLES,AN VICENTE
CALLEP,ORTAL
CALLEA,RAGON
CALLEI,GLESIA
CALLES,EGORBE
CALLEN,AVARRO REVERTER
CALLES,IERRA ESPADAN
CALLEE,MILIO PEREZ
CALLEE,RA PESEBRICO
CALLES,ECANO
CALLES,AN ANTONIO
CALLEM,URO
CALLEP,LATERIA
CALLEE,XTRAMUROS
CALLEP,ASTORA
CALLEM,OLINO
PLAZAO,LMO
CALLEA,BAJO
PLAZAC,ARMEN
CALLET,UR
PTDA M,OLINO DE ABAJO
CALLES,AN MIGUEL
CALLEC,UEVA AGUILAS
CALLES,AN JUAN
CALLEO,LMO
CALLEC,ARMEN
CALLEE,RMITA
CALLEC,ASTILLO
CALLEH,ERMANOS GIL SILVESTRE
PLAZAA,YUNTAMIENTO
AVDA M,AESTRO AUGUSTO MIGUEL
PTDA A,LPIOTA
PTDA E,L ALTO
PTDA A,RTEL
PTDA A,SCAY
PTDA B,ARRACA (LA)
PTDA B,ENASAY
PTDA B,LESA
CMNO E,RMITA
CMNO V,ALENCIA
PTDA C,UESTA (LA)
CALLED,OCTORAS VILAR
CALLEE,RA CUEVAS
PTDA E,RA DE ISIDRO
PTDA E,RA EL PORTALET
PTDA E,RMITA DE SAN ANTONIO
PTDA E,RMITA DE SAN CRISTOBAL
PTDA L,A HOYA
PTDA H,UERPITA
PTDA M,ALARA
PTDA M,ARJALET
MASIAL,A RATA
PRAJEM,INA (LA)
PTDA M,ORAJET
PTDA P,ALOMAR
PTDA P,INAR (EL)
PTDA S,USERIAS
PTDA V,ENTA PLANO
CALLEL,UCIANO CRUZANS
CALLEM,ORAJET
CALLES,ONEJA
PTDA M,OLINO
CTRA S,EGORBE
CALLEA,LTURA
PLAZAD,EL ALTO PALANCIA
CALLEP,EÑALBA
AVDA C,ONSTITUCIÓN
CALLET,ERESA
CALLES,IERRA CALDERONA
CALLEV,IVER
CALLEV,ALL DE ALMONACID
CALLEJ,ÉRICA
CALLEB,EJÍS
CALLED,ON JOSE SALES
CALLEA,LGIMIA DE ALMONACID
CALLEA,"BETO, DEL"
CALLEA,CACIAS
CALLEA,CAPULCO
CALLEA,CEQUIA
CALLEA,DZANETA
CALLEA,"GUA, DEL"
CALLEA,GUINALDO
CALLEA,HIN
CALLEA,ITANA
CALLEA,LBACETE
CALLEA,LBAIDA
CALLEA,LBOCACER
CALLEA,"LBORÇOS, (O MADROÑOS)"
CALLEA,LCALA GALIANO
CALLEA,LCALA DE XIVERT
CALLEA,LCALDE TARREGA
CALLEA,LCALDE VICENTE MELIA DOLZ
CALLEA,LCALDE BENJAMIN FABREGAT MARTI
CALLEA,LCALDE EDUARDO CODINA ARMENGOT
CALLEA,LCALATEN
CALLEA,LCALDE AMADEO RIBO SIMONT
CALLEA,LCALDE ANT FORNS SANCHEZ
CALLEA,LCALDE JOSE BALLESTER
CALLEA,LCANAR
CALLEA,LCOCEBRE
AVDA A,LCORA
CTRA A,LMAZORA/GRAO CS A TERMINO ALMAZORA
CMNO A,LCORA VIEJO
CTRA A,LCORA
CALLEC,/A (CRTA.ALCORA)
CALLEC,/B (CRTA.ALCORA)
CALLEG,"RUPO CARRETERA DE ALCORA, C-30"
CALLEG,"RUPO CARRETERA DE ALCORA, C-37"
CALLEA,LCOY
CALLEA,LCUDIA DE VEO
CALLEA,LEGRE RENAU CATALINO
CALLEA,"LEMANIA, DE"
AVDA A,LFONSO XII
CALLEA,LFRED GINER SOROLLA
CALLEA,"LGARROBO, DEL"
CALLEA,LGEMESI
CALLEA,LICANTE
CALLEA,LLOZA
CALLEA,LMAGRO
CALLEA,LMANSA
AVDA A,LMAZORA
CTRA A,LMAZORA
CALLEA,LMEDIJAR
CALLEA,LMENARA
CALLEA,"NDORRA, DE"
PLAZAA,NTIGUA CORONA DE ARAGON
PLAZAA,NTIGUA FABRICA FERNANDO DIAGO
CALLEA,"LMENDRO, DEL"
CALLEA,LMIRANTE CERVERA
CALLEA,LQUERIA O DE L'ALQUERIA
CALLEA,LTEA
CALLEA,LTURA
CALLEA,LVARO BAZAN
CALLEA,LZIRA
CALLEA,MADEO I
CALLEA,MALIA FENOLLOSA
AVDA A,MALIO GIMENO
CALLEA,"NGEL, DEL"
CALLEA,NLUJA
PLAZAA,NTONIO FERRANDIS
CALLEA,NTONIO MAURA
CALLEA,NTONIO PONZ
CALLEA,NTONIO PRADES SAFONT
CALLEA,PARISI GUIJARRO
CALLEA,RAÑUEL
CALLEA,RCADI GARCIA I SANZ
CALLEA,RAGON
CALLEA,RAGONESA
CALLEA,RANDA
CALLEA,RCIPRESTE MOSEN JOAQUIN BALAGUER
CALLEA,RES DEL MAESTRE
CALLEA,RGELITA
CALLEA,RQUITECTO GAUDI
ENTD M,EL I XISPA
CALLEA,RQUITECTO MARISTANY
CALLEA,RQUITECTO ROS
CALLEG,ERMÀ COLÓN
CALLEA,"RROZ,DEL"
CALLEA,RRUFAT ALONSO
CALLEA,RTANA
CALLEA,SARAU
CALLEA,SENSI
CALLEA,STRONOMO FAUSTO VALLES
CALLEA,STRONOMO PIERRE MECHAIN
CALLEA,STRONOMO FRANCESC ARAGO
PLAZAA,ULAS
CALLEA,USIAS MARCH
CALLEA,YODAR
CALLEA,ZUEBAR
CALLEA,ZAHAR DEL SERRADAL
CALLEB,AILEN
CALLEB,"ALADRE, DEL"
CALLEB,ALEARES
CALLEB,ARCELO
AVDA B,ARCELONA
CALLEB,ARRACAS
CALLEB,ARRACHINA
CALLEB,ARRANCO MALVESTIT
CALLEB,ARRANCO DE FRAGA
CALLEB,ARRANQUET
CALLEB,ARTOLOME REUS
CALLEB,ASILICA LLEDO
CALLEB,AYER
CALLEB,ECHI
CALLEB,EJIS
CALLEB,"ELGICA, DE"
CALLEB,ELLVER
CALLEB,ELLAVISTA
CALLEB,ENAFIGOS
CALLEB,ENARABE
CALLEB,ENASAL
CALLEB,ENICARLO
AVDA B,ENICASIM
CALLEB,ENIDORM
CALLEB,ENIFAZAR
CALLEB,ENITANDUS
CALLEB,ENLLOCH
CALLEB,ERGANTIN
CALLEB,ERNAT ARTOLA
PLAZAB,ISBE PONT I GOL
PLAZAB,"ONAIGUA, DE LA"
CALLEB,ORRIOL
CALLEB,OTANICO CAVANILLES
CALLEB,UDAPEST
CALLEB,RISA MARINA
PLAZAB,UCAREST
CMNO B,ORRIOL A LA COSTA
PLAZAJ,UEZ BORRULL
URB  L,'ABELLER
CALLEK,ARL RAIMUND POPPER
CMNO M,OTA RIO IZQUIERDA
CMNO M,OTA RIO DERECHA
CMNO B,ORRASA
PASEOB,UENAVISTA
CAMINC,ARRERASA SENILLAR
CMNO D,ONACIONETA
CMNO M,OTOR LA PLANA
CMNO M,ARQUES
CMNO G,"ALEON, DEL"
AVDA B,URRIANA
CALLEC,ABALLEROS
CALLEC,ABANES
CALLEC,ABO DE SAN ANTONIO
CALLEC,ABO DE SAN MARTIN
CALLEC,ABO DE PEÑAS
PASEOC,ABO DE GATA
CALLEC,ABO DE CREUS
CALLEC,ABO DE PALOS
CALLEC,ABO DE ESTACA DE BARES
CALLEC,ABO DE ORTIGUEIRA
CALLEC,ABO DE TARIFA
CALLEC,ADIZ
CALLEC,ABO DE MACHICHACO
CALLEC,ALDERON DE LA BARCA
CALLEC,ALIG
CALLEC,OVILE 1
CALLEC,OVILE 2
CLLONE,NMEDIO
CLLONS,IN SALIDA (GPO R PLA)
CALLEC,ALÍOP
CALLEC,ALVARIO
CMNO S,ERRALLO
CMNO C,ARRERASA DE LLAU
CMNO C,AMINAS
CMNO C,ARRERASA GALLENCA
CMNO E,NRIERA
CALLEC,AMINO COVA COLOM
CMNO A,LMALAFA
CMNO A,NTRILLES
CMNO C,OLLET
CMNO C,REMOR
CAMINT,AXIDA
CMNO C,OSTA
CMNO T,ORRAT
CAMINS,ENILLAR
CALLEC,ARMEN NOGUERA VALERO
CMNO D,E LA PLANA
CTRA D,"ESIERTO, DEL"
CMNO L,A RAYA
CMNO L,A RATLLA DE BENICASIM
CMNO L,A UNION
CMNO M,ALVESTIT
CMNO T,RAVESSERA
CMNO R,OQUETES
CMNO P,"EDRERA, DE LA"
CMNO M,ERCADER
CMNO D,ONACION
CMNO E,"NRAMADA, DE LA"
CMNO F,ADRELL
CMNO F,"RANCES, DEL"
CMNO H,ONDO
CMNO M,OTOR SERRADAL
CMNO M,ESTRETS
CMNO M,OLINS
CALLEJ,OSE MONTERDE
CALLEA,LCALDE FRANCISCO JUAN RIBAS
CALLEA,LCALDE GONZALO VILAR
CALLEP,EDRA BLANCA
CALLEC,AMI MESTRETS (URBAN.TOSSAL GROS)
URB  T,OSSAL GROS
CMNO L,A MOTA
CALLEA,LCALDE ANTONIO FERRER I PASCUAL
CMNO P,I GROS
CALLEM,AR BLAU-URB PINAR PRADO
CALLEB,ELLAMAR
CMNO M,OLINERA
CALLEA,IREMAR
CALLED,EL LLORER
CALLEI,"SLANDIA, DE"
CAMINO,BRA DERECHA
CAMINO,BRA IZQUIERDA
CAMINP,RIMER CANAL
CMNO S,AN BERNARDO
CAMINS,EGUNDO CANAL
PLAZAS,"EGON MOLI, DEL"
CALLEI,"RLANDA, DE"
CALLEN,"ORUEGA, DE"
CMNO S,AN JAIME
AVDA C,AMP DE MORVEDRE
CALLEL,A SAFOR
CALLEE,LS SERRANS
CALLEL,A COSTERA
CALLEC,AMINO SAN JOSE
CMNO S,EQUIOTA
CALLEL,A RIBERA ALTA
CALLEL,A RIBERA BAIXA
CALLEF,"INLANDIA, DE"
CMNO S,ERRADAL
CALLEP,"OLONIA, DE"
CALLES,"UECIA, DE"
CALLES,"UIZA, DE"
CALLEB,"ULGARIA, DE"
CMNO M,"AR, VIEJO DEL"
CMNO T,RAVESERA FILETA 2
CMNO T,RAVESERA FILETA 1
CMNO R,"IBESALBES, VIEJO"
CALLEC,AMPOAMOR
CALLEM,ONTE PUIGMAL
AVDA C,AMPOS ELISEOS
APTOSR,ESIDENCIA CAMPUS RIU SEC (UJI)
CALLEC,ANAL
CALLEC,ANALEJAS
CALLEC,ANARIAS
CALLEC,ANET LO ROIG
CALLEC,ANONIGO SEGARRA
CALLEC,ANTO DE CASTALIA
CALLEC,"ANYAR, DEL"
CMNO D,E LA PLANA (LP)
CALLEC,AP I CORP
ENTD C,AP DE SEGLE
CALLEC,"APILLA, LA"
AVDA C,APUCHINOS
CALLEC,"ARAGOLS, DELS"
CALLEC,ARALLOT
CALLEC,ARCAGENTE
AVDA C,ARDENAL COSTA
PLAZAC,ARDENAL VICENTE ENRIQUE Y TARANCON
PLAZAC,ARDONA VIVES
CALLEB,EATRIZ GUTTMANN GOLDBERGER
CALLEC,ARLET
CALLEC,ARLOS LLINAS BREVA
CTRA B,ORRIOL O MORELLA
CTRA C,UARTEL
CTRA V,AL/BARNA 340
CALLEC,"ARRASCA, DE LA"
CALLEC,ARTAGENA
AVDA C,ASALDUCH
CALLEC,ASAS DE LA BREVA
CALLEC,ASTAÑEDA
CALLEC,ASTALIA
CALLEC,ASTILLO DE MIRAVET
AVDA C,"ASTELL VELL, DEL"
AVDA C,ASTALIA
CALLEC,ASTELLDEFELS
CALLEC,ASTELLFORT
AVDA C,ASTELLON (GPO ROQUETES)
CALLEC,ASTELLNOVO
CALLEC,ATALA
CALLEC,ATALUÑA
CALLEC,ATARROJA
CALLEC,ATI
CALLEC,AUDIEL
PLAZAC,AYO GIRONES ALVAREZ
CALLEC,AZADORES
CALLEP,ARQUE CENSAL
CALLEC,ERAMISTA GODOFREDO BUENOSAIRES
CALLEC,ERAMISTA MANOLO SAFONT
CALLEC,ERAMISTA GUALLART CARPI
CALLEC,ERDAN DE TALLADA
CALLEC,ERVANTES
AVDA C,HATELLERAULT
CALLEC,HERT
CALLEC,HAMBERGA Y JOSE MARIA
CALLEC,HILCHES
CALLEC,HODOS
CALLEC,HOPO
URB  C,"HOQUERA, LA"
CALLEM,OLI OLI (URB.LA CHOQUERA)
CALLEP,"ARANY, DEL (URB.LA CHOQUERA"
CALLEC,"EPET,DEL (URB. LA CHOQUERA)"
CALLEL,"'ESBARZER, DEL (URB.LA CHOQUERA)"
CALLEJ,"ONC, DEL (URB. LA CHOQUERA)"
CALLEF,"ORN DE CAL, DEL (URB. LA CHOQUERA)"
CALLEM,"INA D'ARGILA, DE LA (URB. LA CHOQUERA)"
CALLEC,HOVAR
CALLEC,HURRUCA
CALLEC,IBELES
CALLEC,INCTORRES
RONDAC,"IRCUNVALACION, DE"
CALLEC,IRAT
CALLEC,ISCAR
CALLEC,ISNEROS
URB  C,IUDAD JARDIN
CALLEC,IUDADELA
CALLEC,LARA CAMPOAMOR
PLAZAC,LAVE
CALLEC,"ODONYERS, DELS"
CALLEC,OLOMBIA
CALLEC,OLON
CALLEC,OLUMBRETES
CALLEC,OLL DE VIDRE
CALLEC,"OMANDA FADRELL, LA"
LUGARC,OMANDANCIA DE MARINA
PLAZAC,OMETA HALLEY
LUGARC,OMEDOR DEL PUERTO
CALLEC,OMPOSITOR VICENTE ASENCIO
CALLEC,OMPROMISO DE CASPE
CALLEC,ONCENTRACION HARLEY DAVINSON
CALLEC,OLL DEL MANCEBO
CALLEC,ONCEPCION ARENAL
PLAZAC,"ONCORDIA, DE LA"
CALLEC,ONDE NOROÑA
CALLEC,ONDE PESTAGUA
CALLEC,"ONGRE, DEL"
PLAZAC,ONSTITUCION
CALLEC,ONVENTO SAN FRANCISCO
CALLEC,OPACABANA
CALLEC,ORDOBA
CALLEC,"OSCOLL, DEL"
CALLEC,OSME VIVES
CALLEC,OSTA RICA
CALLEC,OSTUR
CALLEC,OVA DE LES MERAVELLES
CALLEC,OVADONGA
CALLEC,REVILLENTE
CALLEC,RONISTA MUNTANER
CALLEC,RISTINA ALLOZA SANZ
PLAZAC,RONISTA MUNTANER
CALLEP,ARE RICARDO
CALLEC,UADRA CUARTA
CALLEC,RONISTA ROCAFORT
CALLEC,UADRA ALCHUP
CALLEC,UADRA CAZADORES
CALLEC,UADRA BORRIOLENCH
CALLEC,UADRA CASAÑA
CALLEC,UADRA COVA DEL COLOM
CALLEC,UADRA DOÑANA
CALLEC,UADRA GINER
CALLEC,UADRA CUARTEL
CALLEC,UADRA SEGUNDA O DEL JEFE
CALLEC,UADRA LA SALERA
CALLEC,UADRA COLOMERA (GRUP SAN ANTONIO)
CALLEC,UADRA LA TORTA
CALLEC,UADRA CLORINDA
CALLEC,UADRA NEGRERO
CALLEC,UADRA VILLALON
CALLEC,UADRA SANCHO
CALLEC,UADRA TONETE
CALLEC,UADRA FAURO
CALLEC,UADRA MORTERAS
CALLEC,UADRA LOS CUBOS
CALLEC,UADRA MERCADER
CMNO R,ALLA DE ALMAZORA
CALLEC,UADRA NATORA
CALLEC,UADRA CATALA
CALLEC,UADRA SABONER
CALLEC,UADRA BELLOTER
CALLEC,UADRA CUARTA BAIX
CALLEC,UADRA L'ARMELAR
CALLEC,UEVAS DE VINROMA
CALLEC,ULLA
CALLEC,UADRA LAIRON
CALLEC,ULLERA
CALLEC,UADRA ASENSI
CALLEC,UADRA BREVA
CALLEC,UADRA BUSQUET
CALLEC,UADRA CRUSSADO
CALLEC,UADRA CUQUEROLLA
CALLEC,UADRA PORTOLES
CALLEC,UADRA ROS
CALLED,EAN MARTI
CALLED,ENIA
URB  D,"EHESA, LA"
CALLED,ESIERTO DE LAS PALMAS
CALLEM,ONTE PERDIDO
CALLEP,ICO ANETO
CALLEP,ICO MULHACEN
CALLED,EVA
CALLEP,ICO VELETA
CALLEP,ICO MONCAYO
CALLEM,ONTE TEIDE
CALLEP,EÑA LARA
CALLED,IA DEL AHORRO
CALLED,"INAMARCA, DE"
AVDA D,IPUTACION
AVDA D,OCTOR CLARA
CALLED,OCTOR FERRAN
CALLED,OCTOR FLEMING
CALLED,OCTOR GEA MARIÑO
CALLED,OCTOR D. JUAN BAUTISTA PALOMO MARTI
PLAZAD,OCTOR MARAÑON
CALLED,OCTOR ROUX
