tipo,nombre
MASIAC,AP DEL PLA
MASIAM,AS DE CARRERO
MASIAM,AS DE RANET
MASIAM,AS DE TARRAGO
MASIAM,AS DEL TRULL
MASIAM,AS DEL COIXO
CARREF,ONT DE COMPANY
MASIAM,AS DEL TRULLET
CALLEH,ORT DE LA FONT
MASIAM,AS DE ROVIRA
CAMI C,AÑEMARES
CALLEA,BADIA
CALLEA,RRABAL
CALLEB,ADIASA
AVDA C,ASTELLAR
CALLEC,ASTILLO
CALLED,OCTOR AGUT
CALLEF,ERIA
CALLEF,ONTANELLES
CALLEF,UENTE
CALLEH,ORNO
PLAZAH,OSPITAL
PLAZAL,A SETENA
CALLEL,LANA
AVDA M,ARTIRES
CALLEP,ELLERICH
PLAZAP,ORTA NOVA
CALLER,ECAREDO GARCIA
CALLES,AN JOAQUIN
RONDAS,AN ROQUE
CALLES,AULONS
CALLES,OL
CALLE2,9 DE MAYO
MASIAC,ASETA BLANCA
LUGARM,ASIA CASETA CAMPOS
MASIAC,ASETA IBAÑEZ
MASIAJ,OANET
MASIAM,EL
MASIAS,ASTRE
MASIAT,ORRETA DE FOLCH
MASIAA,RGILAGA
MASIAB,ASA
MASIAC,ANTONETS
MASIAC,ARRASCA
MASIAC,ASETA MOLINELL
MASIAC,ASETA SALES
MASIAC,LAPES (MOLINELL)
MASIAC,ORRAL DE LA FOYA
MASIAC,ORRAL NOU (MOLINELL)
MASIAC,OSTA PALAU (MOLINELL)
MASIAC,OVA
MASIAE,MPEDRAT
MASIAF,ONTASA
MASIAF,ONTETA
MASIAG,ASCO
MASIAI,NSA
MASIAM,EZQUITA
MASIAM,OCHELLOS
MASIAM,OLI ALT
MASIAM,OLI TONI
MASIAM,OLINELL
MASIAO,MBRIES DE LA TORRE (MOLINELL)
MASIAP,ALAU
MASIAS,ALES BAIX (MOLINELL)
MASIAS,ALES DE DALT (MOLINELL)
MASIAS,ERRAEMPORTA
MASIAT,ANCA
MASIAU,LLALET
MASIAV,INYES (LES)
MASIAC,ARMINA
MASIAC,ARRASCALET
MASIAC,ARRASCALET DE DALT
MASIAC,ASETA DE VILELLA
MASIAC,OLAU
MASIAC,OLL DEL BLANCO
MASIAC,ONSTANTE
MASIAD,E LA CREU
MASIAH,OSTAL D'EN PUSA
MASIAH,OSTAL COIXO O DE ESPARREGUERA
MASIAJ,USTO
MASIAL,ORENZA
MASIAL,LOSA
MASIAM,ANCHA
MASIAM,ATAFAM
MASIAM,OLI CAÑA
MASIAM,ONLLAT
MASIAP,ALLARES
MASIAP,IO
MASIAS,IMONA
MASIAT,AFE
MASIAB,ARRANC FONDO
MASIAB,LAYO
MASIAC,OVA DE LA PALLA
MASIAP,AULO
MASIAP,OU D'EN BOIX
MASIAS,OBALMA
MASIAV,IDAL
MASIAC,AMPOS
MASIAC,ANTALA
MASIAC,AP DE LA COSTA (PLA DEL SABATER)
MASIAC,ARRASCAL DE BAIX
MASIAC,ARRASCAL DE DALT
MASIAC,ASA NOVA
MASIAC,ASTELLA
MASIAC,LOTALET
MASIAC,OSCOLLA
MASIAD,E LA COSTA
MASIAE,L CLOT
MASIAF,ORQUES
MASIAG,INER
MASIAL,A COSTERA
MASIAL,USA
MASIAL,LOMETA
MASIAM,ARTIMIANO
MASIAM,ATISAL
MASIAM,ATOA
MASIAM,ATOA DE DALT
MASIAM,AURO
MASIAM,ERCAES DE BAIX
MASIAM,ERCAES DE DALT
MASIAM,IRETA
MASIAP,LA DEL SABATER
MASIAP,OU UMBRIA
MASIAR,AMON
MASIAS,ALES DE DALT (PLA DEL SABATER)
MASIAS,ANS
MASIAS,ARGA
MASIAS,ERRADETES
MASIAS,ERRANA
MASIAS,ITGES
MASIAT,EIXO
MASIAT,EULERIA
MASIAT,ORRE AMADOR
MASIAT,OSALET
MASIAV,ELL
MASIAV,OLTA
MASIAC,HURUMBELA
MASIAF,OETA DE BAIX
MASIAF,OETA DE DALT
MASIAF,REGINAL
MASIAL,LASTRES
MASIAL,LORES
MASIAM,ASET
MASIAM,ATAMOROS
MASIAO,MBRIES (RIU SEC)
MASIAO,MS
MASIAP,EÑACALVA
MASIAS,AN CRISTOFOL
MASIAS,AN ROC
MASIAU,RBANO
MASIAV,ILELLA DE BAIX
MASIAV,ILELLA DE DALT
CMNO S,AULONS
CMNO S,OLERA
PRAJEL,LOMA (LA)
MASIAA,RINESA
MASIAB,ARRANC
MASIAB,ARREDES
MASIAB,ASETA
MASIAC,ASETA MOLINER
MASIAC,ASETA SABATERO
MASIAC,OLLAO
MASIAC,AMPAS
MASIAC,ORRALET
MASIAC,ULLOLA
MASIAC,HUSERA
MASIAD,'EN SAERA
MASIAD,OMINGOS
MASIAE,LS CORRALETS
MASIAF,ORAT NEGRE
MASIAF,RANCHO
MASIAN,IÑO
MASIAP,LA AGUSTI
MASIAR,OQUES
MASIAS,ERRA
MASIAS,OLANA
MASIAS,ORRA
MASIAA,GUSTI
MASIAC,LAPES DE TEULERIA (SALES DE MATELLA)
MASIAC,OLL DE LA MANCHA
MASIAC,UQUELLO DE SALES MATELLA
MASIAD,E LA CHURRA
MASIAH,OSTALAS
MASIAL,ES COSTERES
MASIAM,ARINA
MASIAM,ONTARDIT
MASIAM,ORO
MASIAP,ERCHETS
MASIAP,ERECHIMA
MASIAP,ORCAR
MASIAR,ACO DE LES ABELLES
MASIAR,ACO DE ORENGA
MASIAR,OQUETA
MASIAS,ALES (SALES DE MATELLA)
MASIAS,OLANETA DE BAIX
MASIAS,OLANETA DE DALT
MASIAS,URDO PORCAR
MASIAT,EIXIDO
MASIAT,EULERIA DE MONTARDIT
MASIAT,OMAS
MASIAT,OSAL
MASIAB,ASA OLIVERA
MASIAB,ATALLA
MASIAC,ASETA ALTA
MASIAC,ASETA DE FANDOS
MASIAC,OLLET
MASIAC,ORRAL NOU (TORRE DE MATELLA)
MASIAC,UATROVIENTOS
MASIAC,UQUELLO DE TORRE MATELLA
MASIAF,ORQUERA O CHAFUCA
MASIAD,ELME
MASIAE,MPELTA
MASIAF,ANDOS
MASIAF,ORQUERO
MASIAI,GNACIO
MASIAL,INO BATALLA
MASIAL,OS PINOS
MASIAM,ARCO
MASIAM,ONTOLIU
MASIAR,ACONET
MASIAT,ORRE MATELLA
MASIAV,ARITES
MASIAV,ENTA ROSITA
MASIAB,ARO
MASIAC,LAPISA
MASIAM,AS DE CINTO
MASIAR,AMBLETA
MASIAS,OL Y LUNA
AVDA D,"OS MIL, DE"
AVDA S,AN CRISTOBAL
MASIAM,AS MOLI TOFOL
MASIAM,AS PEDASSET
MASIAM,AS DE LA COVARXELLA
MASIAM,AS DE LA BELENGUERA
MASIAM,AS DE LA VINAIXA
MASIAB,"ASO, DEL"
MASIAR,"OCA, DE LA"
MASIAP,OU DE L AMETLER
MASIAL,LADRIGUERA
PRAJEC,ATINELLS DE BAIX
PRAJEC,ATINELLS DE DALT
MASIAR,OCA
MASIAC,LAPISA
PRAJEC,RUZ
MASIAL,LANSA
MASIAF,ONTANALS
MASIAM,OLINAR DE BAIX
MASIAT,ORRETA
CARRED,E TRASCASES
CARRED,E LA LLANÇANA
CALLEA,NROIG
CTRA R,ESTAURANTE MAESTRAZGO
PRAJEB,ASILIO
PRAJEM,AS DEN SANZ
PRAJER,EGALL
CTRA R,ESTAURANTE LA SERAFINA
CARREL,A RAVAL DE SANTA LLUCIA
CARRED,E BENICÀSSIM
CARREC,AMI NOU
CARRED,EL CAP DE VILA
CARRED,EL SOL
CARRED,E LES PARRES
CARRED,E MIQUEL BELTRAN
CARRED,E FREDES
CARRED,EL FORN (LO CARRERO)
PG   D,E LA INDEPENDÈNCIA
CARREP,LA
CARRED,E LA BASSA
PLAÇAD,E MAO
CARREN,OU
CARRED,EL TRINQUET
PLAÇAN,OVA
CARRED,E SANT ANTONI
CARRED,E SANT BLAI
CARRED,E MERCEDES BELTRAN
CALLES,AN MATEO
CARRED,E SANT ROC
CARRED,E SANT VICENT
CARRED,EL TOSSALET
CARRED,E VALENCIA
PLAÇAV,ELLA (ANTIGA PLAÇA DE LA VILA)
PRAJEC,LOT DEN SIMO
CTRA E,STACION SERVICIO EL MAESTRAZGO
PRAJEM,AS DE LOM
PRAJEM,ASIA GUILONA
PRAJEL,ES FORQUES
PRAJEL,OS ALMENDROS
PRAJEP,ARAJE MASIA NOGUES
CARREC,AMI DEL TURMELL
CARREP,LA DE LA FONT
PRAJEM,ASIA MONTAÑES
PTDA M,AS D'EN REI
PTDA D,ELLA RIU
PTDA L,A FONT
PTDA P,ARTIDA CLOTES
CALLEM,AYOR
CALLEC,ARNICERIA
CALLEC,ALVARIO
CALLET,RAFALGAR
CALLEM,ONCOFAR
CALLEM,ARTIRES
AVDA J,AIME I
CALLEA,RQUITECTO ROMANI
CALLES,AN ROQUE
CALLES,AN ISIDRO
CALLEJ,UAN MONTOLIU
CALLEC,EREZO
CALLES,IMANCAS
CALLEO,BISPO BIENVENIDO
CALLEV,ALENCIA
CALLEC,UEVA SANTA
CALLES,AN VICENTE
CALLEB,ARRANQUET
CALLEA,RBELLO
CALLEJ,ULIO ANTON GARCIA
CALLEB,UENAVISTA
CALLEA,LFONSO XIII
AVDA C,ONSTITUCION
CALLEH,ORNO
CALLES,AN JOSE
CALLEC,ARLES SALVADOR
CALLEA,ZAHAR
CALLEJ,UAN CARLOS I
CALLEL,A PAU
CALLER,OSALIA DE CASTRO
AVDA V,ALL DE UXO
CALLES,ANTO DOMINGO
CALLEN,ULES
CTRA B,ARCELONA
CALLEJ,OAN FUSTER
CALLEF,RANCISCO SERRA
CALLED,OCTOR FLEMING
CALLEP,INTOR SOROLLA
PLAZAE,SPAÑA
PLAÇAU,NIÓ MUSICAL SANTA CECÍLIA DE XILXES
CALLEM,ENDEZ NUÑEZ
CALLEP,IZARRO
CALLEB,LASCO IBAÑEZ
CALLEP,ADRE ROQUE MELCHOR
CALLEC,HURRUCA
CALLEM,AR
CALLEM,ARE NOSTRUM
PLAZAS,ANTISIMO CRISTO JUNQUERA
CALLEM,AESTRO RODRIGO
CALLEP,RIMERO DE MAYO
CALLES,AGUNTO
TRVA A,LBERTO SERRA
CALLEC,ASABLANCA
CALLEC,ATORCE
CALLEC,INCO
CALLEC,OLON
CALLEC,UATRO
AVDA C,HILCHES
CALLED,IECISEIS
CALLED,IEZ
CALLED,OCE
CALLED,OS
CALLEF,ILIPINAS
CALLEG,RAVINA
CALLEH,ERNAN CORTES
CALLEJ,UAN DE AUSTRIA
CALLEL,EPANTO
CALLEL,UIS BUÑUEL
CALLEM,AGALLANES
CALLEN,UEVE
CALLEN,UÑEZ DE BALBOA
CALLEO,CHO
CALLEO,NCE
CALLED,EL PILAR
CALLEQ,UINCE
TRVA L,A RAYA
CALLES,ASTRE
CALLES,EBASTIAN ELCANO
CALLES,EIS
TRVA S,ERRADAL
CALLES,IETE
CALLET,IERNO GALVAN
TRVA T,RAFALGAR
CALLET,RECE
CALLET,RES
CALLEU,NO
CALLEC,ASTELLON
PTDA R,AFOL
CALLEG,UITARRISTA TARREGA
CALLEL,UIS VIVES
CALLEM,AESTRO SERRANO
CALLES,OFIA ISACH
CALLES,ANCHIS GUARNER
CALLEM,ATADERO
CALLES,AN JUAN
CALLEJ,OSE RAMON CASABO
CALLED,E LA IGLESIA
PLAZAD,E VILLAVIEJA
CALLEL,A LLOSA
CALLEA,LMENARA
CALLEL,ES MARJALS
CMNO S,ERRADAL
CMNO M,ONCOFAR
PLAZAA,RMADA ESPAÑOLA
CALLES,IERRA ESPADAN
CALLEA,LICANTE
CALLEA,LFONDEGUILLA
CMNO N,UEVO
CALLEP,ROFESOR MANUEL BROSETA PONT
PTDA C,OLMENAR
CALLEP,ROYECTO C
PTDA C,ARLOY
PTDA P,EÑA NEGRA
PLAZAI,SLAS COLUMBRETES
CALLEC,ERVANTES (PLAYA)
CALLEC,ONDADO DE ALMENARA
CALLEB,ARONIA DE CHILCHES/XILXES
CALLEP,ARTIDA ELS PLANS
CALLEC,ILX
CALLEL,A COSA
CALLER,EJOLAR
CALLEH,ERMANOS MARGALLO
CALLEE,IXIMÉN PÉREZ DE DAROCA
CALLEP,EDRO EL CEREMONIOSO
CALLEM,AESTRO GIMENO
PLAZAJ,UAN PABLO II
PTDA C,UARTONS
CALLET,ABARCA
CALLEM,ALLORCA
CALLEL,'ALCUDIA
CALLEC,ASTELLÀS
CALLEH,ERMES
CALLEF,RANCISCO MANZANO PARADIS
CALLEC,OLL DE LA GERRA
CALLEM,IL·LIARI
RONDAA,DOLFO SUAREZ
PTDA C,ONDESA
PLAZAN,A PAQUITA SALES
CARREC,REUS (LES)
PLAÇAS,ANT CRISTOFOL
MASIAT,EULERIA
CARREE,SGLESIA (L')
MASIAC,ARRASCA
CARREE,NMIG
MASIAC,ORRALET
MASIAP,OMERES
MASIAG,RIVA
MASIAA,ICART
MASIAV,ENTA
CARRES,ANT JOAN DE PENYAGOLOSA
MASIAS,ABINO
MASIAE,STEPAR
CARREP,ENYES
MASIAM,ALUSA
MASIAP,OU
MASIAV,EGA (LA)
MASIAE,LS COLEJALS
MASIAL,LOMA
CARREM,AJOR
MASIAC,ARRASCAL
PLAÇAF,ONT (LA)
MASIAM,OLINO
CARREP,ELAIRE
PLAÇAE,SGLESIA (L')
MASIAM,IG DIA
MASIAJ,UNQUERA
CARREA,RXIVELLO
MASIAG,ARGAN
MASIAJ,UNCAR
MASIAM,AS EL TANCAT
MASIAL,LORENS
MASIAB,AIX LA ROCA
MASIAS,ANT CRISTOFOL
CTRA A,TZENETA
MASIAM,AS LA FONT
CARREM,IRADOR DEL CASTELL
CARREC,ALVARI
CARREB,AIXADA DE LA ROCA
CARREL,A CARRETERA
CARREL,'HOSPITAL
CARREE,L FORAT
CARREF,OSSAR
CARREE,LS PEREGRINS
CARREE,L PORTAL
CARREL,'OM
CARREL,A FERRERIA
CARREL,A ROCA
CARREM,IRADOR PAU MONTOLIU
CARREL,ES BASSES
CARREL,ES ESCOLES
CARREL,'ALBARDER
CARREL,A COSTERA
CARREE,L MOLI
CARREL,A FONT
PLAÇAE,RA CARTA DE POBLAMENT
PLAÇAE,L SASTRE
CARRES,ANT CRISTOFOL
MASIAM,AS D'ESENCIO
MASIAC,REBADA
MASIAM,ORRATGES
CALLEA,BREVADOR
CALLEB,ARRANQUITO
CALLEC,ALVARIO
CALLEC,ARRETERA
CALLEC,HORRO
CALLEE,RA
PLAZAI,GLESIA
CALLEL,ARGA
CALLEM,AYOR
AVDA D,EL NORTE
CALLEN,UEVA
CALLEP,ALOMAR
CALLEP,ERALEJO
TRVA P,ERALEJO
CALLEP,OZO
TRVA P,OZO
CALLES,ANTA ANA
AVDA D,EL SOL
CALLET,RASAGRARIO
CALLEA,ZUEBAR
CALLES,ONEJA
CARREE,RES
CARRES,ANT ANTONI
CARREB,AIX
CTRA A,IN
AVDA P,AIS VALENCIA
CARREC,ERVANTES
CARREH,ORTA LA VILA
CARREP,ORTAL VELL
CARREF,RANCISCO MONDRAGON
CARREG,ERMAN MARI ESTELLER
CARRES,ANT JOSEP
CARRES,ANTA TERESA
PLAZAA,JUNTAMENT
CARRES,ANT ROC
CARRES,ANT VICENT
CARREP,ORXET (EL)
CARRES,ANT RAFAEL
URB  H,ORTA SECA
CARRES,ANT RAMON
CARREF,ELIPE II
CARREC,ORTS VALENCIANES (LES)
CARREC,AMI FONS
CARREC,ARRERA (LA)
CARRES,ANT LLEO
PLAÇAM,ESTRE ARNAU
CARREC,OLON
CARRER,EIXOS CATOLICS
CARRES,ANT SALVADOR
CARREM,OSSEN PASCUAL TOMAS
CARREA,RRENDADOR
CARRER,EI EN JAUME
CARREE,IXIDA CHOVA
CARREF,RANCISCA HERNANDEZ
CARRES,ANT ISIDRE
CARREP,URISSIMA CONCEPCIO
CARREE,IXIDA CASTELL
URB  C,OSTERA (LA)
CARREL,LAVADOR
CARREI,SABEL MONDRAGON
CARRED,IPUTACIO
CARREP,RINCEP FELIP
CARREB,UENOS AIRES
PRAJEC,ASTELL (EL)
CTRA A,RTANA
URB  B,ARRANC (EL)
URB  C,ERRO (EL)
CTRA C,HOVAR
PTDA D,ISEMINADO
MASIAH,ORTA LA VILA
POLIGI,NDUSTRIAL
CAMI O,RET (L')
CARREA,RTANA
CARREB,ARRANQUET
CARREE,IXIDA FONDEGUILLA
CARREE,SCALETES
PLAÇAE,SGLESIA
CARREG,ALLARDA (LA)
PTDA V,ILLAMBUCH
CMNO M,ATILDE
PLAZAE,L MOLI
PTDA F,OSQUES
MASIAF,ONT D'ALVIR/CASTRO
CARREE,L CERRO
CARREC,OVA L'ORET
CARREE,L PUNTAL
PLAZAL,A IGLESIA
CARREC,ALVARI
CARRES,ERRA ESPADA
CARREC,OVA FERRERA
CMNO A,YODAR
PLAZAD,E LA FUENTE
CALLEA,LTA
CALLEA,BADIA
CALLED,E ARRIBA
CALLEC,ANTON
CALLEE,MPEDRADA
CALLEH,ORNO
CALLEB,ARANDA
CALLEC,UATRO ESQUINAS
CALLEA,RRABAL
PLAZAI,GLESIA
AVDA D,E TOGA
CALLEC,ARRETERA
CALLER,EVOLCADORES
CALLEC,ALLEJON
CALLEE,RAS
CALLEM,ONTICO LA TORRE
BJADAS,AN ROQUE
AVDA S,AGANTA
CALLEV,IÑAS
CALLEP,IQUETA
CALLEM,ENDOLAR
CALLEC,ALVARIO
CAMP D,ISEMINADO
CALLES,AN FRANCISCO
CALLEP,URISIMA
CALLEV,IRGEN DEL PILAR
CALLES,AN ROQUE
PLAZAD,E LA IGLESIA
CALLES,ANTO SEPULCRO
CALLEA,RRABAL
CALLEC,UARTEL
CALLEM,ONSERRAT
PLAZAD,EL POZO
PLAZAO,BISPO GRANELL
CALLEU,MBRIA
CALLES,AN ISIDRO
AVDA C,ONSTITUCION
CALLES,AN FELIPE
CALLES,AN ANTONIO
CALLES,AN PEDRO
CTRA O,NDA
CALLEC,ANONIGO ORTELLS
CALLEA,LJIBE
CALLEM,OLINO
CALLES,AN VICENTE
CALLES,IN NOMBRE
CALLEV,ALLAT
MASIAL,A PARTIDA
MASIAP,ARTIDA VIÑAS BAJAS
CALLEE,L TURIO
CALLEL,AS ERAS
CALLES,ANTISIMO SALVADOR
CTRA C,V-20
CALLEL,A ALCUDIA
PTDA G,AMELLONES
POLIGP,OLIGONO 6
CARRES,ANT BLAI
PLAÇAE,SGLESIA
CARREC,OVA
CARREC,ALVARI
CARREM,AJOR
CARREA,LCORA
CARREU,SERES
CARRER,IU
CARREL,A PAU
PLAÇAV,ILLALONGA
PTDA M,ASET VILLALONGA
CARRES,ANT MATEU
CARREL,LOMETES
CARREL,LUCENA
CARRES,ANTISSIM CRIST
CARREA,BADIA
CARREO,MBRIA
CARREC,ONSTITUCIO
CARREE,"SCULTOR, CERAMISTA I PINTOR VICENT FORÉS ESCRIG"
CARREA,LCALATEN
CARREC,EMENTERI
CAMI C,ORRAL
CARREE,RES
CARRED,IPUTACIO
CARREP,AIS VALENCIA
CAMI P,ARIDERA
CARRES,OLANETA
CARRET,OSSALET
PTDA M,OLI VELL
CTRA C,ASTELLON-LUCENA
PTDA P,IQUETA
PTDA B,ARRANCO HONDO
PTDA S,OLANETA
PTDA A,GUA SALADA
PTDA C,ORRAL NOU
PTDA M,ASET
PTDA M,IRETES
PTDA C,ARRASCA
PTDA V,INYER
PTDA F,OYA MOLINERA
CARREC,REVAETA
PTDA C,ASTELLA
CARREV,ERGE DEL CARME
PTDA M,AS VELL
PTDA T,RAGUANTA
PTDA B,OBALAR
PTDA B,URGAR
PTDA P,OBILLS
PTDA P,LA AGUSTÍ
CALLEP,ELOTA
CALLEC,ARMEN
CALLES,AN JOSE
AVDA I,II CENTENARIO
CALLES,AN VICTOR
CALLEP,ETRA PALOS
CALLET,OMAS SALVADOR
CALLES,AN VICENTE
MASIAG,RELLERA
CALLEF,RAY GASPAR
PLAZAM,AYOR
CALLEA,RRABAL SAN VICENTE
CARREE,SGLESIA (DE L')
CALLES,AN CRISTOBAL
CALLEC,URA CARCELLER
CALLES,AN RAMON
CALLES,AN ANTONIO
MASIAM,ILIAN
MASIAC,HORRADOR
CALLED,OLORES
AVDA P,ILAR
MASIAT,ORRE FOLCH
CALLEA,RRABAL
CALLED,ESAMPARADOS
MASIAL,LORENS
CALLEC,ONSOLACION
CALLES,AN ROQUE
MASIAT,ORRETA
CALLEE,XTRAMUROS 3
PLAZAS,AN MIGUEL
CALLEF,UENTE
CALLEP,UENTE
CALLEH,ORNO
MASIAB,ARBERA RIO CHIVA
CALLEC,ARRETERA
PLAZAI,GLESIA
MASIAL,IBORIO
MASIAR,AFOYES
CALLEV,ALL (EL)
MASIAF,ABRICA DE PALOS
LUGARE,RMITA CONSOLACION
MASIAB,ARBERA SAN CRISTOBAL
MASIAC,ARBO
MASIAD,OLZ
MASIAM,AMPEL
MASIAM,ARIANET
MASIAM,ENADELLA
MASIAM,ONTAÑES
MASIAP,ARRA
MASIAR,ACO
MASIAR,OC
MASIAR,OIG
MASIAS,EBASTIANA
MASIAT,ORRE AMELA
MASIAT,ORRE ROSELLO
MASIAT,ORREFOLCH
MASIAV,ICTOR
MASIAM,OLINO NATALI
PTDA S,ORTANELLES
PTDA T,ORRE DIONISIO
CALLEC,ORMULL
CALLET,APIETA
CALLER,ESIDENCIA
CTRA M,ORELLA-ZORITA
CALLEE,XTRAMUROS 1
CALLEL,AS ERAS
PTDA H,ORTS DEL MOLI
CALLEA,RRABAL
CALLEB,LAS
CALLEV,ALENCIA
CALLEC,ASTELLON
CALLEM,AYOR
CALLEB,ARCELONA
CALLEP,LACETA
PLAZAI,GLESIA
TRVA C,ALLE PAJARES
TRVA C,ALLE VALENCIA
CALLEC,UBOS
CALLEE,RA CALERA
CALLEE,RA CEMENTERIO
CALLEP,AJARES
CALLES,OLANAR
CALLEA,LICANTE
CALLEF,UENTE DE LA PINOSA
CALLEF,UENTE ARRABAL
CALLEC,EBADAR
CALLEH,ORNO
CALLEA,LTA
CALLEB,AJA
BARROA,LTO
PLAZAS,ALVADOR SEGARRA
CALLEC,ARRETERA
CALLEE,STRECHA
CALLEB,ARRANCO
PTDA H,UERTA FAJA
PLAZAI,GLESIA
CMNO P,ISTA
CALLEC,AMINO TORRECHIVA
CALLEC,AMINO TORRALBA
TRVA A,LTA 1
PLAZAE,RA ALTA
PLAZAE,RA BAJA
CALLEM,AYOR
CALLER,OSARIO
CALLES,AN MIGUEL
CALLED,OLORES (LOS)
CALLEP,ILAR (EL)
CALLES,AN ANTONIO
CALLER,AMON Y CAJAL
CALLEC,UEVA SANTA
AVDA V,ALENCIA
CALLEC,ASTELLON
PLAZAC,ONSTITUCION
CALLES,AN JUAN
CALLEP,ASTORA
CALLES,AN BLAS
CALLEA,RRABAL
CALLET,RINIDAD
CALLES,ANTA BARBARA
CALLEB,ALSA (LA)
CALLED,IPUTACION
PLAZAM,AYOR
CALLEC,ONDE DE PRIEGO
PTDA L,A HOYA
PTDA M,OLINO SAN JOSE
CALLED,OCTOR JOSE SANAHUJA GIL
CALLEV,IRGEN DE LOS DESAMPARADOS
PASEOD,E SEGORBE
PASEOS,IERRA ESPADAN
CALLEP,AVIAS
AVDA C,ASTELLON
PLAZAE,SPAÑA
CALLEE,RAS
CALLEF,UENTE (LA)
CALLEH,IGUERAS
PLAZAH,ORNO
PLAZAD,ON ANTONIO FERRIZ DIAZ
CALLEJ,UEGO
CALLEM,AYOR
CALLEM,OLINO
CALLEM,ORERA
CALLEO,LIVERA
CALLES,ANTISIMO CRISTO DE LA LUZ
CALLES,AN JOSE
CALLES,AN ROQUE
CALLES,AN VICENTE
CALLES,AN FRANCISCO
CALLET,ALEGA (LA)
CALLEV,ISTA ALEGRE
AVDA R,IO PALANCIA
CALLEA,LMAZARA
CALLEI,GLESIA
CALLES,IERRA ESPADAN
CALLEC,ARRICA
CALLEC,ALVARIO
CALLEA,RAGON
CALLEH,ORNO
CALLES,AN GIL
CALLES,IERRA CALDERONA
CALLEM,USICO MORATA
CALLEV,ALENCIA
CALLES,ONEJA
CALLEF,EDERICO GARCIA LORCA
CALLEM,EDIANERA
CALLEM,AESTRA DOÑA JULIA
TRVA D,EPOSITO (DEL)
CMNO C,EMENTERIO
CALLEA,GUAS (LAS)
CALLES,ANTUARIO
CALLES,EGORBE
CALLEV,IRGEN DEL ROSARIO
CALLEC,ARRERON
CALLEM,EDIO
CALLEC,APDEVILA
CALLEH,ORNO
CALLES,OL
CALLEE,XTRAMUROS
CALLEL,LANA
CALLEA,RRABAL
CALLEE,SCALETES
CALLEP,LAZA
MASIAP,ASCUAL
CALLEF,UENTE
CALLEA,RRABAL
CALLES,OLANA
CALLEM,OLINO
PTDA P,LANO (EL)
PTDA M,OLINO
CALLEE,RA PASO
CALLEE,RAS ANGEL
CALLEE,RAS BARRANCO
CALLEE,RAS MATEO
CALLEU,MBRIA
CALLES,ERRETA
CALLER,EPLACETA DE LA FUENTE
CALLEA,LCAZABA
PLAZAA,LTA DEL ARRABAL
CALLES,UBIDA DEL ARRABAL
CMNO D,E LA MARICALVA
CALLEE,NCIMA DEL HORNO
CALLED,E LAS BALSILLAS
PLAZAD,E LA IGLESIA
CALLED,E LA MORERIA
PLAZAE,RA BARRANCO
CALLEC,ALLEJON
CALLEB,AJADA FUENTE
CALLEB,EATO JACINTO
CALLEC,ORTE (LA)
CALLEE,RAS
CALLEF,ONT (LA)
CALLEP,OU NOU
PLAZAM,AYOR
CALLEC,HERT
CALLEM,ARTIRES
CALLED,EL MIG
CALLEP,ORCHE
CALLEP,URISIMA
CALLEF,RARES
CALLEE,SCOLES
CALLES,ANTA BARBARA
CALLEV,ALENCIA
CALLEC,ONSTITUCION
CALLEG,ENERALIDAD
CALLEF,ERIA
CALLEB,ORRULL
CALLEJ,AIME I
CALLEC,OMETES
CARREC,EMENTERI
CALLEA,RENACHOS
CALLEB,AJO TORRE
TRVA B,AJO TORRE
CALLEB,ASILIO EDO
CALLEC,AMBRA
AVDA C,ASTELLON
CALLEC,ASTILLO
CALLEC,HAVARRIA
PLAZAM,ANUEL NAVARRO Y MARIA SANZ
CALLEC,ORTE (LA)
TRVA C,ORTE (LA)
CALLEC,UESTA ZALON
CALLED,OS DE MAYO
PASEOF,UENTES (LAS)
PLAZAG,ERMAN MONLEON
PLAZAH,ERMANO MARIANO RODRIGUEZ
CALLEH,ISTORIADOR VAYO
CALLEH,ORNO GRANDE
CALLEH,ORNO PEQUEÑO
CALLEJ,AIME ARIÑO
CALLEJ,UAN AÑON
CALLEL,ORETO
PLAZAM,AESTRO PUCHADES
CALLEM,ATADERO
CALLED,EL DOCTOR FRANCISCO MORCILLO SOPENA
CTRA N,ACIONAL-234
CALLEP,ABLO BARRACHINA
CALLEP,EÑUELA
CALLEP,ORTALICO
CALLER,ANDURIAS
CALLER,EY DON JAIME
CALLER,IO
CALLER,UEJO
CALLES,AN ANTON
CALLES,AN FRANCISCO
CALLES,AN JUAN
CALLES,AN RAMON
CALLES,AN ROQUE
CALLES,AN SIMON Y JUDAS
CALLES,AN VALERO
CALLES,ALUD (LA)
CALLES,OBREESCUELA
CALLES,ANTA AGUEDA
CALLES,ANTA ANA
TRVA T,ORRE
CALLET,RES ERAS
CALLEV,ALCALIENTE
CALLEC,ALLIZO DE MORA
CALLEN,OVALICHES
PTDA M,ASIA TARANCON
PTDA S,AN ANTON
PTDA P,INALEJO
PTDA M,ASIA ASTURIANA
PTDA M,OLINO PARTIDOR
PTDA M,ASIA CAMPILLO
PTDA H,UERTA DEL PINO
PTDA M,ASIA TRINIDAD
AVDA V,ALENCIA
PTDA C,ORREDERAS
PTDA L,LANO NAVARZA
PTDA P,ONTON
PTDA R,ANDURIAS
URB  A,NGELES (LOS)
PTDA M,ASIA HOSTALEJO
PTDA M,ASIA NOVALES
